NAME,USERNAME,FOLLOWERS,ER,COUNTRY,TOPIC OF INFLUENCE,POTENTIAL REACH,CHANNEL
rassil - راسيل ,rassil_officiel,1400000.0,0.37,Kuwait,entertainment and music,412900.0,instagram
القوة العسكرية ,i_guns,1400000.0,0.14,Kuwait,guns,412700.0,instagram
كنوز الطبيعة ,ambre_oud,1400000.0,0.06,Kuwait,beauty and self care,405300.0,instagram
Hend Alsalem 🇰🇼 kuwait ,hends_cooking,1300000.0,0.04,Kuwait,food food and drink,400900.0,instagram
MALIKAH KABLI ,malika_kabli,1300000.0,0.57,Kuwait,beauty and self care health and medical services,399100.0,instagram
معلومات و إقتباسات المشاهير ,6db_1,1300000.0,0.4,Kuwait,entertainment and music gym modeling,396800.0,instagram
Maram Jassim - مرام البلوشي ,marambloushi,1300000.0,0.09,Kuwait,entertainment and music acting and drama celebrity music,388900.0,instagram
ZAZA | زينب نصر فيّاض ☾ ,zainabnfayad,1300000.0,0.86,Kuwait,beauty and self care fashion and accessories,385900.0,instagram
عبدالناصر درويش ,bo__drwash,1300000.0,0.15,Kuwait,funny,381900.0,instagram
حسن البلام ,hasanalballam,1200000.0,0.12,Kuwait,arts and crafts,370500.0,instagram
mr_tweeetss 🇰🇼 ,mr_tweeetss,1200000.0,0.11,Kuwait,photography,362900.0,instagram
Ghadeer al sabti | غدير السبتي ,ghader_alsabti,1200000.0,0.14,Kuwait,acting and drama celebrity home and garden actors,361100.0,instagram
hussain_almahdi ,hussain_almahdi,1200000.0,0.8,Kuwait,entertainment and music actors artist,358800.0,instagram
Fashion - style - beauty ..♥️ ,towaty,1200000.0,0.08,Kuwait,fashion and accessories beauty and self care events fashion design,352600.0,instagram
بيفور🇰🇼 ,beforeandafter_world,1200000.0,0.07,Kuwait,entertainment and music video games,350000.0,instagram
احمد البجاري ,cscc,1200000.0,8.79,Kuwait,entertainment and music gym modeling,346200.0,instagram
حكي وكلام .. ✍🏼♥️ ,7aki_kalam,1200000.0,0.1,Kuwait,arts and crafts,346100.0,instagram
مزيج من الانسانية والفكاهة ,q8_vine,1100000.0,0.1,Kuwait,funny,344000.0,instagram
🇰🇼 تفتيش الكويت ,tfteeesh,1100000.0,0.1,Kuwait,news,343300.0,instagram
بنات الكويت 🇰🇼🇰🇼 ,bnaat_7awaaa,1100000.0,0.01,Kuwait,news politics,343100.0,instagram
عبدالهادي عبدالله ⚡🇰🇼 ,abdulhadi.plus,1100000.0,0.37,Kuwait,education upskilling,341600.0,instagram
نوره العلي💕 ,nora_alali2,1100000.0,0.74,Kuwait,fashion and accessories food,341100.0,instagram
Mohamed Alkalha محمد الكلحه ,alkalha_treats,1100000.0,0.74,Kuwait,food home and garden chef,337800.0,instagram
المطبخ الكويتي kuwait ,blingq8food,1100000.0,0.02,Kuwait,food,336900.0,instagram
FW AlAbdulhadi ,hadi_92,1100000.0,0.18,Kuwait,acting and drama education,332900.0,instagram
WTF VID 🇰🇼 ,wtf_vid,1100000.0,0.87,Kuwait,humor,322700.0,instagram
عبدالله الطليحي ,abdullahaltulaihi82,1100000.0,0.62,Kuwait,entertainment and music romance and wedding celebrity,321600.0,instagram
Khaled Aljenaee | خالد الجناعي ,dr_jenaee,1100000.0,0.19,Kuwait,celebrity,317900.0,instagram
Lina Ruess ,lina_ruess,1500000.0,0.3,Turkey,outdoor activity sports,450000.0,tiktok
KARADENİZLİ MACERACI ,karadenizli.maceraci,1400000.0,0.1,Turkey,outdoor activity,420000.0,tiktok
mackolik ,mackolik,1200000.0,0.2,Turkey,entertainment and music sports,360000.0,tiktok
Fatma Sari Zar ,fatmasariz,1200000.0,0.4,Turkey,beauty and self care,360000.0,tiktok
muratsungurtekin01 ,muratsungurtekin0,1100000.0,0.1,Turkey,entertainment and music,330000.0,tiktok
ALEYNA & EMİRHAN ,alynemrhn,937400.0,0.3,Turkey,entertainment and music,281200.0,tiktok
Burak Özdemir ,cznburak,54600000.0,0.03,Turkey,food music chef,16400000.0,instagram
Hande Erçel ,handemiyy,32100000.0,3.6,Turkey,fashion and accessories animation and cosplay celebrity actors,9600000.0,instagram
Burak Özçivit ,burakozcivit,25200000.0,0.57,Turkey,acting and drama actors,7600000.0,instagram
Demet Özdemir ,demetozdemir,16300000.0,2.32,Turkey,celebrity actors,4900000.0,instagram
Çağrı Taner ,cagritaner,15600000.0,0.18,Turkey,education writer,4700000.0,instagram
Acun Ilıcalı ,acunilicali,14200000.0,0.98,Turkey,actors creators celebrities,4300000.0,instagram
Fahriye Evcen Özçivit ,evcenf,13700000.0,2.33,Turkey,art,4100000.0,instagram
Gürkan Topçu ,gurkansef,13000000.0,1.18,Turkey,chef food,3900000.0,instagram
Recep Tayyip Erdoğan ,rterdogan,11900000.0,0.45,Turkey,news politics politics,3600000.0,instagram
Murat Boz ,muratboz,11400000.0,0.43,Turkey,entertainment and music,3400000.0,instagram
Kerem Bürsin ,thebursin,11300000.0,2.6,Turkey,celebrity art,3400000.0,instagram
Arda Turan ,ardaturan,10600000.0,1.68,Turkey,sports soccer,3200000.0,instagram
Aras Bulut İynemli ,iynemliarasbulut,10500000.0,2.47,Turkey,art lifestyle actors,3100000.0,instagram
DEMET AKALIN ,demetakalin,10100000.0,0.14,Turkey,entertainment and music music singer,3000000.0,instagram
Serenay Sarıkaya ,serenayss,10100000.0,1.79,Turkey,celebrity actors modeling actor,3000000.0,instagram
Cagatay Ulusoy ,cagatayulusoy,10100000.0,3.08,Turkey,art,3000000.0,instagram
Fenerbahçe ,fenerbahce,9500000.0,1.99,Turkey,sports automotive basketball,2900000.0,instagram
İrem Derici ,iremderici,8900000.0,0.45,Turkey,music,2700000.0,instagram
Elçin Sangu ,elcinsangu,8800000.0,1.81,Turkey,acting and drama celebrity lifestyle actors,2600000.0,instagram
Karikatürhane ,karikaturhane,8300000.0,0.24,Turkey,arts and crafts nature,2500000.0,instagram
Eda Ece Tuncer ,eda.ece,8000000.0,6.94,Turkey,entertainment and music actors actor,2400000.0,instagram
Hazal Kaya ,hazalkaya,7800000.0,6.53,Turkey,art lifestyle actors,2300000.0,instagram
Aykut Elmas ,aykutelmas,7600000.0,4.61,Turkey,pets comedy film music books digital creator,2300000.0,instagram
Ekrem İmamoglu ,ekremimamoglu,7500000.0,0.83,Turkey,life and society creators celebrities,2300000.0,instagram
Esra Bilgic ,esbilgic,7500000.0,2.93,Turkey,celebrity modeling actors,2200000.0,instagram
Remix Adam ,remixadam,7500000.0,0.9,Turkey,music digital creator,2200000.0,instagram
Doğuş YILMAZ ,dogushyilmaz,7200000.0,0.5,Turkey,business and finance,2200000.0,instagram
SAVAŞ ,savasugurlu,7000000.0,1.02,Turkey,news,2100000.0,instagram
Barış Arduç ,arducbrs,6900000.0,7.35,Turkey,actors lifestyle,2100000.0,instagram
Burak Deniz ,_burakdeniz,6800000.0,3.47,Turkey,actors,2000000.0,instagram
Oğuzhan Uğur ,oguzhanugur_,6800000.0,6.36,Turkey,entertainment and music funny life and society musicians,2000000.0,instagram
Şükran Kaymak ,sukrankaymak,6800000.0,1.57,Turkey,food nutrition lifestyle,2000000.0,instagram
Asli Enver ,aslienver,6600000.0,5.14,Turkey,entertainment and music lifestyle actors,2000000.0,instagram
Yasemin Sakallıoğlu ,yasemoz88,6600000.0,4.51,Turkey,entertainment and music funny journalists modeling,2000000.0,instagram
Sinan Akçıl ,sinanakcil,6500000.0,0.95,Turkey,art singer,1900000.0,instagram
NaSuH İsTaNBuLi مهمد نصوح اوذدمير ,nasuhistanbuli,6500000.0,2.89,Turkey,art entertainment and music,1900000.0,instagram
Esra Ezmeci ,esraezmecii,6300000.0,1.17,Turkey,education medical health,1900000.0,instagram
Deniz Baysal Yurtcu ,denizbaysal_,6200000.0,1.76,Turkey,celebrity actors,1900000.0,instagram
Özge Gürel ,ozgecangurelofficial,6100000.0,5.37,Turkey,acting and drama actors artist,1800000.0,instagram
Sinem Kobal ,sinemkobal,6100000.0,0.62,Turkey,celebrity,1800000.0,instagram
Neslim Güngen ,neslimgungen,6000000.0,1.86,Turkey,beauty and self care upskilling product showcase business and finance,1800000.0,instagram
Miralem Pjanić ,miralem_pjanic,5900000.0,3.0,Turkey,sports soccer,1800000.0,instagram
Cem Yılmaz ,cmylmz,5700000.0,1.61,Turkey,entertainment and music actors,1700000.0,instagram
Lia ,sssniperwolf,5500000.0,5.25,Turkey,beauty and self care food and drink singer,1700000.0,instagram
BErEn Saat ,berenn_saat,5500000.0,2.45,Turkey,celebrity actors,1600000.0,instagram
Engin Altan Düzyatan ,enginaltandzytn,5400000.0,1.58,Turkey,entertainment and music celebrity actors,1600000.0,instagram
Gülben Ergen ✨ ,gulben123,5300000.0,0.28,Turkey,entertainment and music music singer artist,1600000.0,instagram
Dilan Çiçek Deniz ,dilandeniz,5300000.0,2.35,Turkey,acting and drama entertainment and music actors,1600000.0,instagram
1ncicaps ,1ncicaps,5200000.0,0.41,Turkey,funny,1600000.0,instagram
Yusuf Güney ,yusufguney,5100000.0,0.54,Turkey,education,1500000.0,instagram
Tuvana Türkay ,tuvanaturkay,5000000.0,0.71,Turkey,art acting and drama actors,1500000.0,instagram
Pelin Karahan ,pelinkarahan,5000000.0,0.93,Turkey,acting and drama actors,1500000.0,instagram
Gamze Erçel Yıldırım ,gamze_ercel,4900000.0,2.2,Turkey,fashion and accessories actors digital creator,1500000.0,instagram
B U R Λ K Y E T Ξ R 🪐 ,burakyeter,4800000.0,0.33,Turkey,parenting music singer producers,1400000.0,instagram
Alina Boz ,alinaboz,4700000.0,2.5,Turkey,celebrity actors,1400000.0,instagram
Murat Can Ünverdi ,mcanunverdi,4700000.0,1.22,Turkey,business and finance pets sports modeling,1400000.0,instagram
Serkan Cayoglu ,serkancayoglu,4700000.0,0.23,Turkey,celebrity actors,1400000.0,instagram
Kıvanç Tatlıtuğ ,kivanctatlitug,4600000.0,0.32,Turkey,celebrity actors,1400000.0,instagram
Esra EROL ÖZBİR ,esraerol,4600000.0,0.75,Turkey,moms,1400000.0,instagram
Çağla Şıkel ,caglasikel,4600000.0,0.23,Turkey,family fashion and accessories celebrities personal blog,1400000.0,instagram
İrem Helvacıoğlu ,iremhlvcioglu,4500000.0,1.76,Turkey,fashion and accessories celebrity modeling,1400000.0,instagram
Haluk Levent ,halukleventacil,4500000.0,2.65,Turkey,entertainment and music music,1400000.0,instagram
Selin ,selincigerci,4400000.0,0.87,Turkey,beauty and self care music,1300000.0,instagram
Gökçe Akyıldız ,akyldzgkce,4400000.0,1.79,Turkey,celebrity,1300000.0,instagram
Felipe Melo ,felipemelo,4400000.0,1.26,Turkey,sports,1300000.0,instagram
Murat Yıldırım ,mrtyldrm,4400000.0,1.84,Turkey,entertainment and music actors,1300000.0,instagram
burcu esmersoy ,burcues,4300000.0,0.2,Turkey,fashion and accessories modeling news personality,1300000.0,instagram
Ebru Şahin Osman ,rebrusahin,4300000.0,2.55,Turkey,celebrity,1300000.0,instagram
Şahan Gökbakar ,sahangokbakar,4200000.0,0.81,Turkey,entertainment and music celebrity,1300000.0,instagram
İlber Ortaylı ,ilberortayli,4200000.0,3.36,Turkey,education books,1300000.0,instagram
Nermin Yazılıtaş ,nerminyazilitas,4200000.0,2.25,Turkey,food blogger,1200000.0,instagram
Mine Tugay ,minetugay,4100000.0,2.28,Turkey,actors actor creators celebrities,1200000.0,instagram
Aytaç Şaşmaz ,aytacsasmaz,4100000.0,3.07,Turkey,actors music lifestyle,1200000.0,instagram
Pelin Su ,pelinsu_,4000000.0,0.27,Turkey,entertainment and music,1200000.0,instagram
Mansur Yavaş ,yavasmansur,3900000.0,0.47,Turkey,life and society politician creators celebrities,1200000.0,instagram
Cemre ,cemrebaysel,3900000.0,14.87,Turkey,education,1200000.0,instagram
YASMINE BELKACEM ,yasmine__belkacem,3700000.0,0.85,Turkey,fashion and accessories singer music,1100000.0,instagram
Yemek.com ,yemekcom,3700000.0,0.27,Turkey,food product education medical health,1100000.0,instagram
Nez Demir ,nezdemir,3700000.0,2.84,Turkey,finance business and finance celebrities design,1100000.0,instagram
Akın Akınözü ,akinakinozu,3700000.0,5.6,Turkey,acting and drama modeling,1100000.0,instagram
Erkan Kolçak Köstendil ,erkankeka,3700000.0,1.45,Turkey,gym actors travel,1100000.0,instagram
Murat ÖVÜÇ ,muratovucofficiall,3600000.0,0.42,Turkey,entertainment and music music,1100000.0,instagram
Burcu Biricik Yetkin ,burcubiricik,3600000.0,4.7,Turkey,entertainment and music celebrity actors,1100000.0,instagram
Ozge Ozpirincci ,ozpirincci,3600000.0,1.66,Turkey,celebrity actors,1100000.0,instagram
Emre Mor ,emre.mor9,3600000.0,4.88,Turkey,sports soccer,1100000.0,instagram
Eylül Öztürk Özkan ,eylulonline,3600000.0,0.91,Turkey,entertainment and music celebrity,1100000.0,instagram
Ricardo Quaresma ,ricardoquaresmaoficial,3600000.0,6.69,Turkey,art soccer,1100000.0,instagram
Seda Sayan ,sedasayan,3500000.0,0.41,Turkey,entertainment and music actors,1100000.0,instagram
Röportaj Adam ,roportajadam,3500000.0,12.82,Turkey,entertainment and music,1100000.0,instagram
T.C. Sağlık Bakanlığı ,saglikbakanligi,3400000.0,0.05,Turkey,education,1000000.0,instagram
EBRU POLAT💎 ,ebrupolat,3400000.0,0.12,Turkey,beauty and self care marketing and advertising music,1000000.0,instagram
Nurgul Yesilcay ,nurgulyesilcayy,3400000.0,4.81,Turkey,arts and crafts celebrity actors,1000000.0,instagram
Avni Göldağı ,avnigoldagi,3400000.0,0.5,Turkey,education upskilling,1000000.0,instagram
Beşiktaş JK ,besiktas,368100.0,0.38,Turkey,sports,110400.0,threads
Onediocom Resmi Hesabı ,onediocom,307100.0,0.24,Turkey,entertainment music funny,92100.0,threads
A101 ,a101iletisim,300400.0,0.21,Turkey,product education,90100.0,threads
Nefis Yemek Tarifleri ,nefisyemektarifleri,203200.0,0.15,Turkey,food,61000.0,threads
İncicaps ,incicaps,179100.0,1.66,Turkey,entertainment music funny,53700.0,threads
GZT ,gzt,161600.0,0.25,Turkey,news politics,48500.0,threads
Bugün Nereye Gidelim ,bugunnereyegidelim,142000.0,0.26,Turkey,travel,42600.0,threads
Fester Abdü ,delimine,136100.0,0.85,Turkey,entertainment music,40800.0,threads
AOG👁 ,aogofficial,134900.0,0.52,Turkey,home garden,40500.0,threads
Al Madina Restaurant İstanbul ,almadinarestaurant,131500.0,0.02,Turkey,food travel,39400.0,threads
Faruk GEZEN ,faruk_cheff,129500.0,0.16,Turkey,food,38800.0,threads
FOX ,foxturkiye,123400.0,0.2,Turkey,entertainment music,37000.0,threads
Kemal Can Parlak ,kendinemuzisyen,120500.0,2.84,Turkey,music education,36100.0,threads
Deniz Butik ,denizbutikk,118900.0,0.03,Turkey,f a s h,35700.0,threads
Neonsezer ,neonsezer,118100.0,2.14,Turkey,fashion accessories,35400.0,threads
KAFA ,kafadergisi,110400.0,0.66,Turkey,arts crafts education,33100.0,threads
Larissa Gacemer ,larissaburak,105600.0,0.17,Turkey,travel fashion accessories,31700.0,threads
ShiftDelete.Net ,shiftdeletenet,102400.0,0.3,Turkey,product education,30700.0,threads
Efsaneler ve Gerçekler ,efsanelervegercekler,101100.0,0.64,Turkey,education,30300.0,threads
Orhan Toker ,dijitalbaba.orhantoker,100100.0,0.42,Turkey,education upskilling,30000.0,threads
İzmir Etkinlikleri ,izmiretkinlik,100000.0,0.53,Turkey,entertainment music travel,30000.0,threads
Zeynep Turan ,twitburcc,99900.0,0.21,Turkey,education,30000.0,threads
Neda Yasee2 ,nedayasee2,99700.0,1.42,Turkey,entertainment music,29900.0,threads
Ümran Avcu ,umrantoo,98300.0,0.4,Turkey,funny,29500.0,threads
Migros Türkiye ,migros_tr,97600.0,0.13,Turkey,product showcase finance food,29300.0,threads
Fulya Öztürk🇹🇷🇦🇿 ,fullyaozturk,96400.0,1.82,Turkey,arts crafts education,28900.0,threads
مودانيسا.كوم ,modanisa_ar,96300.0,0.1,Turkey,fashion accessories,28900.0,threads
Mehmet GEZEN ,mehmet_cheff,95600.0,0.15,Turkey,food,28700.0,threads
Mesut Can Tomay ,mesutcantomay,92800.0,1.14,Turkey,finance education life society,27800.0,threads
Anadolu Ajansı ,anadoluajansi,92600.0,0.09,Turkey,news,27800.0,threads
Ferit Karakaya ,wtcn,91100.0,1.8,Turkey,education upskilling entertainment music,27300.0,threads
Ankara’yı Keşfet ,ankaraetkinlikleri,89600.0,0.31,Turkey,travel arts crafts,26900.0,threads
Refika'nın Mutfağı ,refikabirgul,88200.0,0.17,Turkey,food,26500.0,threads
Modanisa ,modanisa,87700.0,0.04,Turkey,fashion accessories product showcase,26300.0,threads
atv ,atvturkiye,87500.0,0.15,Turkey,outdoor activity auto and vehicles,26200.0,threads
Koton ,koton,86900.0,0.05,Turkey,fashion accessories,26100.0,threads
Özkan Sağın ,ozkansagin,84200.0,1.24,Turkey,entertainment music funny,25300.0,threads
Anlamsız Fotoğraflar ,anlamsizfotograflar,80500.0,0.54,Turkey,photography arts crafts,24200.0,threads
Mabel Matiz ,mabelmatiz,79800.0,3.49,Turkey,entertainment music,23900.0,threads
Burak Yörük ,burakyoruks,79700.0,1.26,Turkey,fashion accessories,23900.0,threads
"Kamp, Doğa, Bungalov, Karavan, Gezi, Seyahat, Tur ",kampyeri,79300.0,0.28,Turkey,outdoor activity,23800.0,threads
TRT 1 ,trt1,77600.0,0.28,Turkey,entertainment music,23300.0,threads
Ebrar Karakurt ,ebrarkarakurt18,77600.0,8.18,Turkey,sports,23300.0,threads
Pelin Kaya ,modavesosyete,77300.0,0.58,Turkey,fashion accessories,23200.0,threads
Çağrı Mert Bakırcı ,cagrimertbakirci,76200.0,1.59,Turkey,science education,22900.0,threads
Tuna Tavus ,tunatavus,75700.0,1.11,Turkey,fitness health sports,22700.0,threads
Trabzonspor ,trabzonspor,75300.0,0.41,Turkey,sports,22600.0,threads
Dinçer Güner ,dincerguner,75000.0,0.25,Turkey,education spirituality religion,22500.0,threads
İstanbul Yapılacaklar Listesi ,istanbulyapilacaklar,72900.0,0.46,Turkey,lifestyle,21900.0,threads
Özge Kayan İmre ,trendy.cafe,71800.0,0.11,Turkey,food,21500.0,threads
Serdar Vatansever ,psikolog_serdarvatansever,71400.0,0.53,Turkey,education life society,21400.0,threads
Mert Fırat ,mert_firat,71200.0,0.89,Turkey,arts crafts,21400.0,threads
Madame Coco ,madamecocotr,70900.0,0.03,Turkey,home garden,21300.0,threads
Küçük ve Butik Oteller | Blog ,kucukoteller,70800.0,0.06,Turkey,travel,21300.0,threads
FOX Haber ,foxhaber,68600.0,0.19,Turkey,news,20600.0,threads
Merhaba Ben Asu🧚 ,sihirlibaharatlar,68400.0,0.23,Turkey,food upskilling,20500.0,threads
Sıradışı 1 Bilgi 🇹🇷🇦🇿 ,siradisi1bilgi,68300.0,0.33,Turkey,education,20500.0,threads
Harun Can ,haruncan,67800.0,0.96,Turkey,acting drama,20300.0,threads
Kaan Sekban ,kaan.sekban,66400.0,0.67,Turkey,comedy entertainment music,19900.0,threads
Erşan Yılmaz ,bordomavibalik,66000.0,0.21,Turkey,food,19800.0,threads
Rachel Araz Kiresepi ,rachelaraz,65900.0,0.36,Turkey,arts crafts home garden,19800.0,threads
Aşkım Kapışmak ,akapismak,65700.0,0.54,Turkey,education,19700.0,threads
Vivense ,vivensecom,64300.0,0.08,Turkey,home garden,19300.0,threads
Ecem Erkek ,ecem.erkek,63700.0,0.61,Turkey,fashion accessories,19100.0,threads
Rossmann Türkiye ,rossmannturkiye,61900.0,0.05,Turkey,beauty self care,18600.0,threads
BOYNER ,boyner,61800.0,0.2,Turkey,fashion accessories,18500.0,threads
